category,nbr_rooms,area,Negotiable,price,Locality ,pincode,Type,address
"Studio 36 m²
Lille 59800 (Centre-ville - Euralille)",1,36,No,670,Centre-ville - Euralille,59800,Studio,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 43 m²
Lille 59000 (Fives)",2,43,No,695,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement 2 pièces 40 m²
Lille 59000 (Vauban - Esquermes)",2,40,No,660,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",2,49,No,790,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 68 m²
Lille 59000 (Lille-Sud)",3,68,No,490,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 1 pièce 32 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",1,32,No,727,Saint-Maurice - Pellevoisin,59800,Appartement,Lille 59800 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 48 m²
Lille 59000 (Wazemmes)",2,48,No,1262,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Maison 4 pièces 90 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",4,90,No,890,Saint-Maurice - Pellevoisin,59000,Maison,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 3 pièces 68 m²
Lille 59000 (Bois Blanc)",3,68,No,630,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",2,34,No,593,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",3,45,No,700,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",2,50,No,630,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",2,50,No,720,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",2,56,No,526,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,581,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 28 m²
Lille 59800 (Centre-ville - Euralille)",2,28,No,475,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Studio 23 m²
Lille 59000 (Fives)",1,23,No,438,Fives,59000,Studio,Lille 59000 (Fives)
"Appartement meublé 1 pièce 18 m²
Lille 59800 (Centre-ville - Euralille)",1,18,No,790,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 47 m²
Lille 59000 (Centre-ville - Euralille)",2,47,No,649,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 46 m²
Lille 59000 (Lille-Sud)",2,46,No,662,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 47 m²
Lille 59000 (Vauban - Esquermes)",2,47,No,626,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement meublé 1 pièce 30 m²
Lille 59000 (Centre-ville - Euralille)",1,30,No,934,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 79 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,79,No,730,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 38 m²
Lille 59000 (Fives)",2,38,No,893,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement 2 pièces 61 m²
Lille 59800 (Centre-ville - Euralille)",2,61,No,640,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 2 pièces 47 m²
Lille 59000 (Wazemmes)",2,47,No,695,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 71 m²
Lille 59000 (Fives)",3,71,No,500,Fives,59000,Appartement,Lille 59000 (Fives)
"Appartement meublé 1 pièce 24 m²
Lille 59000 (Wazemmes)",1,24,No,902,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",3,67,No,718,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 3 pièces 50 m²
Lomme 59160 (Mitterie)",3,50,No,587,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 60 m²
Lille 59800 (Fives)",2,60,No,652,Fives,59800,Appartement,Lille 59800 (Fives)
"Appartement 2 pièces 42 m²
Lille 59000 (Wazemmes)",2,42,No,599,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Studio meublé 20 m²
Lille 59800 (Centre-ville - Euralille)",1,20,No,920,Centre-ville - Euralille,59800,Studio,Lille 59800 (Centre-ville - Euralille)
"Appartement 4 pièces 77 m²
Lomme 59160 (Mitterie)",4,77,No,900,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 3 pièces 70 m²
Lille 59160 (Sud Marais)",3,70,No,740,Sud Marais,59160,Appartement,Lille 59160 (Sud Marais)
"Maison 4 pièces 74 m²
Lille 59000 (Fives)",4,74,No,1007,Fives,59000,Maison,Lille 59000 (Fives)
"Appartement 4 pièces 98 m²
Lille 59000 (Faubourg de Béthune)",4,98,No,888,Faubourg de Béthune,59000,Appartement,Lille 59000 (Faubourg de Béthune)
"Appartement 2 pièces 65 m²
Lille 59800 (Vieux Lille)",2,65,No,665,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Appartement 3 pièces 50 m²
Lille 59000 (Fives)",3,50,No,526,Fives,59000,Appartement,Lille 59000 (Fives)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,593,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",3,45,No,540,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 25 m²
Lille 59800 (Wazemmes)",1,25,No,712,Wazemmes,59800,Studio,Lille 59800 (Wazemmes)
"Appartement 2 pièces 49 m²
Lille 59000 (Vauban - Esquermes)",2,49,No,595,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 33 m²
Lille 59000 (Lille-Sud)",2,33,No,629,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 49 m²
Lomme 59160 (Mitterie)",2,49,No,894,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 3 pièces 54 m²
Lille 59000 (Vieux Lille)",3,54,No,560,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"Appartement meublé 1 pièce 22 m²
Lille 59800 (Vieux Lille)",1,22,No,559,Vieux Lille,59800,Appartement,Lille 59800 (Vieux Lille)
"Appartement meublé 2 pièces 30 m²
Lille 59000 (Moulins)",2,30,No,610,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 2 pièces 41 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",2,41,No,910,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 4 pièces 80 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",4,80,No,770,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 3 pièces 67 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",3,67,No,748,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 2 pièces 48 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",2,48,No,529,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 1 pièce 35 m²
Lille 59000 (Centre-ville - Euralille)",1,35,No,811,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 65 m²
Lille 59000 (Wazemmes)",3,65,No,480,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Studio meublé 19 m²
Lille 59000 (Faubourg de Béthune)",1,19,No,699,Faubourg de Béthune,59000,Studio,Lille 59000 (Faubourg de Béthune)
"Appartement 2 pièces 56 m²
Lomme 59160 (Mitterie)",2,56,No,604,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"Appartement 2 pièces 50 m²
Lille 59000 (Lille-Sud)",2,50,No,710,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",2,49,No,830,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 3 pièces 62 m²
Lomme 59160 (Sud Marais)",3,62,No,395,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 2 pièces 31 m²
Lomme 59160 (Sud Marais)",2,31,No,841,Sud Marais,59160,Appartement,Lomme 59160 (Sud Marais)
"Appartement 3 pièces 66 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,66,No,700,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 51 m²
Lomme 59160 (Bourg - Délivrance)",2,51,No,975,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"Appartement 3 pièces 70 m²
Lille 59000 (Wazemmes)",3,70,No,560,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 34 m²
Lille 59000 (Bourg - Délivrance)",2,34,No,760,Bourg - Délivrance,59000,Appartement,Lille 59000 (Bourg - Délivrance)
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",2,50,No,2200,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",4,188,No,526,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,455,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio 31 m²
Lille 59000 (Lille-Sud)",1,31,No,660,Lille-Sud,59000,Studio,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 44 m²
Lille 59000 (Vauban - Esquermes)",2,44,No,505,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Studio meublé 19 m²
Lille 59000 (Wazemmes)",1,19,No,510,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio meublé 24 m²
Lille 59000 (Wazemmes)",1,24,No,570,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Studio meublé 29 m²
Lille 59000 (Moulins)",1,29,No,670,Moulins,59000,Studio,Lille 59000 (Moulins)
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",2,49,No,569,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Appartement 2 pièces 37 m²
Lille 59000 (Centre-ville - Euralille)",2,37,No,481,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 1 pièce 19 m²
Lille 59000 (Faubourg de Béthune)",1,19,No,580,Faubourg de Béthune,59000,Appartement,Lille 59000 (Faubourg de Béthune)
"Studio meublé 23 m²
Lille 59000 (Wazemmes)",1,23,No,670,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 39 m²
Lille 59000 (Hellemmes - Barrière)",2,39,No,713,Hellemmes ,59000,Appartement,Lille 59000 (Hellemmes - Barrière)
"Appartement 2 pièces 52 m²
Lille 59000 (Vieux Lille)",2,52,No,665,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"Appartement 2 pièces 44 m²
Lille 59000 (Centre-ville - Euralille)",2,44,No,661,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 53 m²
Lille 59000 (Bois Blanc)",2,53,No,912,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 3 pièces 74 m²
Lille 59000 (Vieux Lille)",3,74,No,690,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"Appartement 2 pièces 42 m²
Lille 59000 (Hellemmes - Barrière)",2,42,No,811,Hellemmes ,59000,Appartement,Lille 59000 (Hellemmes - Barrière)
"Appartement 2 pièces 52 m²
Lille 59800 (Vauban - Esquermes)",2,52,No,540,Vauban - Esquermes,59800,Appartement,Lille 59800 (Vauban - Esquermes)
"Appartement 2 pièces 43 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",2,43,No,470,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 1 pièce 26 m²
Lille 59000 (Wazemmes)",1,26,No,1245,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Duplex 4 pièces 83 m²
Lille 59000 (Centre-ville - Euralille)",4,83,No,500,Centre-ville - Euralille,59000,VILLA,Lille 59000 (Centre-ville - Euralille)
"Studio 26 m²
Lille 59000 (Centre-ville - Euralille)",1,26,No,1060,Centre-ville - Euralille,59000,Studio,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 76 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",3,76,No,798,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",2,56,No,932,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,1060,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",4,97,No,526,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Studio 31 m²
Lille 59000 (Wazemmes)",1,31,No,720,Wazemmes,59000,Studio,Lille 59000 (Wazemmes)
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",2,56,No,1212,Bois Blanc,59000,Appartement,Lille 59000 (Bois Blanc)
"Appartement 5 pièces 113 m²
Lille 59000 (Moulins)",5,113,No,669,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 2 pièces 58 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",2,58,No,790,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Appartement 3 pièces 65 m²
Lille 59000 (Centre-ville - Euralille)",3,65,No,757,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",2,50,No,630,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 3 pièces 65 m²
Lille 59000 (Moulins)",3,65,No,605,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Studio 29 m²
Lille 59000 (Centre-ville - Euralille)",1,29,No,427,Centre-ville - Euralille,59000,Studio,Lille 59000 (Centre-ville - Euralille)
"Studio 18 m²
Lille 59000 (Vauban - Esquermes)",1,18,No,300,Vauban - Esquermes,59000,Studio,Lille 59000 (Vauban - Esquermes)
"Appartement 1 pièce 9 m²
Lille 59800 (Centre-ville - Euralille)",1,9,No,810,Centre-ville - Euralille,59800,Appartement,Lille 59800 (Centre-ville - Euralille)
"Appartement 3 pièces 64 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",3,64,No,490,Saint-Maurice - Pellevoisin,59800,Appartement,Lille 59800 (Saint-Maurice - Pellevoisin)
"Appartement 1 pièce 18 m²
Lille 59000 (Moulins)",1,18,No,2505,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 6 pièces 204 m²
Lille 59000 (Centre-ville - Euralille)",6,204,No,582,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"Appartement 2 pièces 50 m²
Lille 59000 (Lille-Sud)",2,50,No,458,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",2,19,No,801,Fives,59800,Appartement,Lille 59800 (Fives)
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",2,56,No,947,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",3,75,No,1450,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 6 pièces 176 m²
Lille 59000 (Wazemmes)",6,176,No,445,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
"Studio 21 m²
Lille 59000 (Moulins)",1,21,No,750,Moulins,59000,Studio,Lille 59000 (Moulins)
"Appartement 3 pièces 54 m²
Lille 59000 (Vauban - Esquermes)",3,54,No,663,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 2 pièces 41 m²
Lille 59000 (Moulins)",2,41,No,801,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",2,56,No,898,Moulins,59000,Appartement,Lille 59000 (Moulins)
"Appartement 4 pièces 103 m²
Lille 59000 (Lille-Sud)",4,103,No,670,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement 2 pièces 46 m²
Lille 59000 (Vauban - Esquermes)",2,46,No,953,Vauban - Esquermes,59000,Appartement,Lille 59000 (Vauban - Esquermes)
"Appartement 3 pièces 68 m²
Lille 59000 (Vieux Lille)",3,68,Yes,214025.5,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",2,67,Yes,277500,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"VILL'ARBOREA (appartements neufs 1 à 5 pièces)
Lille 59160 (Bourg - Délivrance)",1,54,Yes,246360,Bourg - Délivrance,59160,Appartement,Lille 59160 (Bourg - Délivrance)
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",2,43,Yes,257000,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"PARENTHESE VERTE (appartements neufs 1 à 4 pièces)
Lille 59000 (Lille-Sud)",1,60,Yes,535000,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"LES VILLAS DE LA VISSERIE (3 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",3,42,Yes,240000,Centre-ville - Euralille,59000,VILLA,Lille 59000 (Centre-ville - Euralille)
"PAVILLON DU JARDIN DES PLANTES (appartements neufs 3 pièces)
Lille 59000 (Moulins)",3,38,Yes,161000,Moulins,59000,Appartement,Lille 59000 (Moulins)
"L'INTERLUDE (appartements neufs 1 à 3 pièces)
Lille 59000 (Fives)",1,38,Yes,223000,Fives,59000,Appartement,Lille 59000 (Fives)
"Synésens (appartements neufs 2 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",2,49,Yes,250500,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"RESIDENCE QWEST HELLEMMES (appartements neufs 2 à 4 pièces)
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",3,36,Yes,192388.5,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"Quartier Latin (appartements neufs 3 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",3,47,Yes,495500,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"CONVERGENCE (appartements neufs 3 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",3,42,Yes,377500,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"LE PARVIS (appartements neufs 3 à 4 pièces)
Lille 59000 (Saint-Maurice - Pellevoisin)",3,38,Yes,204000,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Grafik (appartements neufs 2 à 3 pièces)
Lomme 59160 (Bourg - Délivrance)",2,58,No,345400,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"Montaigne (appartement neuf 4 pièces, 83 m²)
Lomme 59160 (Moulins)",4,83,Yes,161447.5,Moulins,59160,Appartement,Lomme 59160 (Moulins)
"Jules Verne (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",2,41,No,342900,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"TOPAZE (appartement neuf 4 pièces, 83 m²)
Lomme 59160 (Bourg - Délivrance)",4,83,Yes,389000,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"CONVERGENCE (appartements neufs 3 à 4 pièces)
Lille 59000 (Saint-Maurice - Pellevoisin)",3,45,Yes,208000,Saint-Maurice - Pellevoisin,59000,Appartement,Lille 59000 (Saint-Maurice - Pellevoisin)
"Magnolia (appartements neufs 1 à 2 pièces)
Lomme 59160 (Bourg - Délivrance)",1,24,Yes,204000,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"Hélène (appartements neufs 1 à 4 pièces)
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",3,54,Yes,221500,Hellemmes ,59260,Appartement,Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)
"LES JARDINS DE LOMME (appartements neufs 1 à 4 pièces)
Lomme 59160 (Mitterie)",1,31,Yes,318500,Mitterie,59160,Appartement,Lomme 59160 (Mitterie)
"LES JARDINS DE RONSARD (appartements neufs 2 à 4 pièces)
Lomme 59160 (Bourg - Délivrance)",2,22,Yes,233950,Bourg - Délivrance,59160,Appartement,Lomme 59160 (Bourg - Délivrance)
"INTENCITY (appartements neufs 2 à 3 pièces)
Lille 59000 (Moulins)",2,27,Yes,214025.5,Moulins,59000,Appartement,Lille 59000 (Moulins)
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",2,34,Yes,322750,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"L'INSTITUT (appartements neufs 2 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",2,54,Yes,555516.5,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"HANGOUART (appartements neufs 3 à 5 pièces)
Lille 59000 (Vieux Lille)",3,48,No,369000,Vieux Lille,59000,Appartement,Lille 59000 (Vieux Lille)
"EMBLEM (appartements neufs 1 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",1,25,No,248000,Centre-ville - Euralille,59000,Appartement,Lille 59000 (Centre-ville - Euralille)
"VILLA DES ARTS (appartement neuf 3 pièces, 73 m²)
Lille 59000 (Centre-ville - Euralille)",3,73,Yes,268000,Centre-ville - Euralille,59000,VILLA,Lille 59000 (Centre-ville - Euralille)
"Le Rubix (appartement neuf 3 pièces, 64 m²)
Lille 59000 (Lille-Sud)",3,64,No,171000,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"So Home (appartements neufs 4 à 5 pièces)
Lille 59000 (Lille-Sud)",4,66,Yes,372400,Lille-Sud,59000,Appartement,Lille 59000 (Lille-Sud)
"Appartement neuf 5 pièces
Lille 59800 (Fives)",5,61,Yes,277750,Fives,59800,Appartement,Lille 59800 (Fives)
"Programme Immobilier à LILLE (appartements neufs 3 à 4 pièces)
Lille 59000 (Bourg - Délivrance)",3,40,No,257250,Bourg - Délivrance,59000,Appartement,Lille 59000 (Bourg - Délivrance)
"Programme Immobilier à LILLE (appartements neufs 2 à 5 pièces)
Lille 59000 (Wazemmes)",2,48,Yes,328762.5,Wazemmes,59000,Appartement,Lille 59000 (Wazemmes)
