category,address,price
"Appartement 5 pièces 128 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),600 €
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),495 €
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),490 €
"Appartement 1 pièce 39 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),910 €
"Appartement 3 pièces 64 m²
Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),1 070 €
"Appartement 3 pièces 77 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),946 €
"Appartement 2 pièces 84 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),1 063 €
"Appartement 5 pièces 94 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),533 €
"Appartement 2 pièces 37 m²
Lille 59000 (Faubourg de Béthune)",Lille 59000 (Faubourg de Béthune),703 €
"Appartement meublé 3 pièces 80 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),691 €
"Appartement 2 pièces 39 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),458 €
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",Lille 59800 (Fives),2 200 €
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),976 €
"Appartement 4 pièces 77 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 284 €
"Appartement 4 pièces 93 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),823 €
"Appartement 3 pièces 67 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),901 €
"Appartement 4 pièces 76 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),792 €
"Appartement 3 pièces 64 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),636 €
"Appartement 2 pièces 41 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 088 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),758 €
"Appartement 3 pièces 75 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),1 140 €
"Appartement meublé 3 pièces 55 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),480 €
"Appartement 1 pièce 24 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),462 €
"Studio 21 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),944 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),949 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),680 €
"Appartement meublé 2 pièces 36 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),650 €
"Appartement 2 pièces 40 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),931 €
"Appartement 4 pièces 71 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),510 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),575 €
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),620 €
"Appartement 2 pièces 38 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),700 €
"Appartement 2 pièces 42 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),570 €
"Appartement meublé 3 pièces 27 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),695 €
"Appartement 2 pièces 52 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),815 €
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),910 €
"Appartement 3 pièces 71 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),680 €
"Appartement 2 pièces 49 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),1 027 €
"Appartement 5 pièces 121 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),877 €
"Appartement 2 pièces 86 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),626 €
"Appartement 2 pièces 43 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),935 €
"Appartement 3 pièces 84 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),790 €
"Appartement 2 pièces 48 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),700 €
"Appartement 2 pièces 46 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),530 €
"Appartement meublé 1 pièce 27 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),2 800 €
"Appartement 5 pièces 220 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),519 €
"Appartement meublé 1 pièce 21 m²
Euralille 59777 (Centre-ville - Euralille)",Euralille 59777 (Centre-ville - Euralille),695 €
"Appartement 3 pièces 52 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),518 €
"Studio 35 m²
Lille 59000 (Fives)",Lille 59000 (Fives),540 €
"Studio 36 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),670 €
"Appartement 2 pièces 43 m²
Lille 59000 (Fives)",Lille 59000 (Fives),695 €
"Appartement 2 pièces 40 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),660 €
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),790 €
"Appartement 3 pièces 68 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),490 €
"Appartement 1 pièce 32 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),727 €
"Appartement 2 pièces 48 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),1 262 €
"Maison 4 pièces 90 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),890 €
"Appartement 3 pièces 68 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),630 €
"Appartement 2 pièces 34 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),593 €
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),700 €
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),630 €
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),720 €
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),581 €
"Appartement 2 pièces 28 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),475 €
"Studio 23 m²
Lille 59000 (Fives)",Lille 59000 (Fives),438 €
"Appartement meublé 1 pièce 18 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),790 €
"Appartement 2 pièces 47 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),649 €
"Appartement 2 pièces 46 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),662 €
"Appartement 2 pièces 47 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),626 €
"Appartement meublé 1 pièce 30 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),934 €
"Appartement 3 pièces 79 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),730 €
"Appartement 2 pièces 38 m²
Lille 59000 (Fives)",Lille 59000 (Fives),893 €
"Appartement 2 pièces 61 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),640 €
"Appartement 2 pièces 47 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),695 €
"Appartement 3 pièces 71 m²
Lille 59000 (Fives)",Lille 59000 (Fives),500 €
"Appartement meublé 1 pièce 24 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),902 €
"Appartement 3 pièces 67 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),718 €
"Appartement 3 pièces 50 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),587 €
"Appartement 2 pièces 60 m²
Lille 59800 (Fives)",Lille 59800 (Fives),652 €
"Appartement 2 pièces 42 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),599 €
"Studio meublé 20 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),920 €
"Appartement 4 pièces 77 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),900 €
"Appartement 3 pièces 70 m²
Lille 59160 (Sud Marais)",Lille 59160 (Sud Marais),740 €
"Maison 4 pièces 74 m²
Lille 59000 (Fives)",Lille 59000 (Fives),1 007 €
"Appartement 4 pièces 98 m²
Lille 59000 (Faubourg de Béthune)",Lille 59000 (Faubourg de Béthune),888 €
"Appartement 2 pièces 65 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),665 €
"Appartement 3 pièces 50 m²
Lille 59000 (Fives)",Lille 59000 (Fives),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),593 €
"Appartement 3 pièces 45 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),540 €
"Studio 25 m²
Lille 59800 (Wazemmes)",Lille 59800 (Wazemmes),712 €
"Appartement 2 pièces 49 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),595 €
"Appartement 2 pièces 33 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),629 €
"Appartement 2 pièces 49 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),894 €
"Appartement 3 pièces 54 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),560 €
"Appartement meublé 1 pièce 22 m²
Lille 59800 (Vieux Lille)",Lille 59800 (Vieux Lille),559 €
"Appartement meublé 2 pièces 30 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),610 €
"Appartement 2 pièces 41 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),910 €
"Appartement 4 pièces 80 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),770 €
"Appartement 3 pièces 67 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),748 €
"Appartement 2 pièces 48 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),529 €
"Appartement 1 pièce 35 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),811 €
"Appartement 3 pièces 65 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),480 €
"Studio meublé 19 m²
Lille 59000 (Faubourg de Béthune)",Lille 59000 (Faubourg de Béthune),699 €
"Appartement 2 pièces 56 m²
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),604 €
"Appartement 2 pièces 50 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),710 €
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),830 €
"Appartement 3 pièces 62 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),395 €
"Appartement 2 pièces 31 m²
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),841 €
"Appartement 3 pièces 66 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),700 €
"Appartement 2 pièces 51 m²
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),975 €
"Appartement 3 pièces 70 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),560 €
"Appartement 2 pièces 34 m²
Lille 59000 (Bourg - Délivrance)",Lille 59000 (Bourg - Délivrance),760 €
"Appartement 2 pièces 50 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),2 200 €
"Appartement 4 pièces 188 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),455 €
"Studio 31 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),660 €
"Appartement 2 pièces 44 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),505 €
"Studio meublé 19 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),510 €
"Studio meublé 24 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),570 €
"Studio meublé 29 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),670 €
"Appartement 2 pièces 49 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),569 €
"Appartement 2 pièces 37 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),481 €
"Appartement 1 pièce 19 m²
Lille 59000 (Faubourg de Béthune)",Lille 59000 (Faubourg de Béthune),580 €
"Studio meublé 23 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),670 €
"Appartement 2 pièces 39 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),713 €
"Appartement 2 pièces 52 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),665 €
"Appartement 2 pièces 44 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),661 €
"Appartement 2 pièces 53 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),912 €
"Appartement 3 pièces 74 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),690 €
"Appartement 2 pièces 42 m²
Lille 59000 (Hellemmes - Barrière)",Lille 59000 (Hellemmes - Barrière),811 €
"Appartement 2 pièces 52 m²
Lille 59800 (Vauban - Esquermes)",Lille 59800 (Vauban - Esquermes),540 €
"Appartement 2 pièces 43 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),470 €
"Appartement 1 pièce 26 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),1 245 €
"Duplex 4 pièces 83 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),500 €
"Studio 26 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),1 060 €
"Appartement 3 pièces 76 m²
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),798 €
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),932 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 060 €
"Appartement 4 pièces 97 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),526 €
"Studio 31 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),720 €
"Appartement 2 pièces 56 m²
Lille 59000 (Bois Blanc)",Lille 59000 (Bois Blanc),1 212 €
"Appartement 5 pièces 113 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),669 €
"Appartement 2 pièces 58 m²
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),790 €
"Appartement 3 pièces 65 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),757 €
"Appartement 2 pièces 50 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),630 €
"Studio 31 m²
Lille 59000",Lille 59000,850 €
"Appartement 3 pièces 65 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),605 €
"Studio 29 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),427 €
"Studio 18 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),300 €
"Appartement 1 pièce 9 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),810 €
"Appartement 3 pièces 64 m²
Lille 59800 (Saint-Maurice - Pellevoisin)",Lille 59800 (Saint-Maurice - Pellevoisin),490 €
"Appartement 1 pièce 18 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),2 505 €
"Appartement 6 pièces 204 m²
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),582 €
"Appartement 2 pièces 50 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),458 €
"Appartement 2 pièces 19 m²
Lille 59800 (Fives)",Lille 59800 (Fives),801 €
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),947 €
"Appartement 3 pièces 75 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),1 450 €
"Appartement 6 pièces 176 m²
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),445 €
"Studio 21 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),750 €
"Appartement 3 pièces 54 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),663 €
"Appartement 2 pièces 41 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),801 €
"Appartement 2 pièces 56 m²
Lille 59000 (Moulins)",Lille 59000 (Moulins),898 €
"Appartement 4 pièces 103 m²
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),670 €
"Appartement 2 pièces 46 m²
Lille 59000 (Vauban - Esquermes)",Lille 59000 (Vauban - Esquermes),953 €
"Appartement 3 pièces 68 m²
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),111 051 à 317 000 €
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),170 000 à 385 000 €
"VILL'ARBOREA (appartements neufs 1 à 5 pièces)
Lille 59160 (Bourg - Délivrance)",Lille 59160 (Bourg - Délivrance),176 400 à 316 320 €
"LILLE VILLA ULMA (appartements neufs 1 à 3 pièces)
Lomme 59160",Lomme 59160,111 051 à 317 000 €
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),167 000 à 347 000 €
"PARENTHESE VERTE (appartements neufs 1 à 4 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),390 000 à 680 000 €
"LES VILLAS DE LA VISSERIE (3 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),233 500 à 246 500 €
"PAVILLON DU JARDIN DES PLANTES (appartements neufs 3 pièces)
Lille 59000 (Moulins)",Lille 59000 (Moulins),119 000 à 203 000 €
"L'INTERLUDE (appartements neufs 1 à 3 pièces)
Lille 59000 (Fives)",Lille 59000 (Fives),198 000 à 248 000 €
"LES JARDINS BO'TANIC (appartements neufs 2 à 3 pièces)
Lomme 59160 (Sud Marais)",Lomme 59160 (Sud Marais),à partir de 299 000 €
"Synésens (appartements neufs 2 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),189 000 à 312 000 €
"RESIDENCE QWEST HELLEMMES (appartements neufs 2 à 4 pièces)
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),97 777 à 287 000 €
"Green Square (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),à partir de 303 000 €
"Quartier Latin (appartements neufs 3 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),351 000 à 640 000 €
"CONVERGENCE (appartements neufs 3 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),325 000 à 430 000 €
"LE PARVIS (appartements neufs 3 à 4 pièces)
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),163 000 à 245 000 €
"Grafik (appartements neufs 2 à 3 pièces)
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),345 400 €
"Montaigne (appartement neuf 4 pièces, 83 m²)
Lomme 59160 (Moulins)",Lomme 59160 (Moulins),113 550 à 209 345 €
"Jules Verne (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),342 900 €
"TOPAZE (appartement neuf 4 pièces, 83 m²)
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),338 000 à 440 000 €
"CONVERGENCE (appartements neufs 3 à 4 pièces)
Lille 59000 (Saint-Maurice - Pellevoisin)",Lille 59000 (Saint-Maurice - Pellevoisin),175 000 à 241 000 €
"Magnolia (appartements neufs 1 à 2 pièces)
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),125 000 à 283 000 €
"Hélène (appartements neufs 1 à 4 pièces)
Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin)",Hellemmes-Lille 59260 (Hellemmes Centre-ville - Pavé du Moulin),134 000 à 309 000 €
"LES JARDINS DE LOMME (appartements neufs 1 à 4 pièces)
Lomme 59160 (Mitterie)",Lomme 59160 (Mitterie),200 000 à 437 000 €
"LES JARDINS DE RONSARD (appartements neufs 2 à 4 pièces)
Lomme 59160 (Bourg - Délivrance)",Lomme 59160 (Bourg - Délivrance),208 000 à 259 900 €
"INTENCITY (appartements neufs 2 à 3 pièces)
Lille 59000 (Moulins)",Lille 59000 (Moulins),111 051 à 317 000 €
"EDENIUM (appartements neufs 2 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),235 500 à 410 000 €
"L'INSTITUT (appartements neufs 2 à 4 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),540 800 à 570 233 €
"HANGOUART (appartements neufs 3 à 5 pièces)
Lille 59000 (Vieux Lille)",Lille 59000 (Vieux Lille),369 000 €
"EMBLEM (appartements neufs 1 à 5 pièces)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),248 000 €
"VILLA DES ARTS (appartement neuf 3 pièces, 73 m²)
Lille 59000 (Centre-ville - Euralille)",Lille 59000 (Centre-ville - Euralille),238 000 à 298 000 €
"Le Rubix (appartement neuf 3 pièces, 64 m²)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),171 000 €
"So Home (appartements neufs 4 à 5 pièces)
Lille 59000 (Lille-Sud)",Lille 59000 (Lille-Sud),313 900 à 430 900 €
"Appartement neuf 5 pièces
Lille 59800 (Fives)",Lille 59800 (Fives),171 000 à 384 500 €
"Programme Immobilier à LILLE (appartements neufs 3 à 4 pièces)
Lille 59000 (Bourg - Délivrance)",Lille 59000 (Bourg - Délivrance),257 250 €
"Programme Immobilier à LILLE (appartements neufs 2 à 5 pièces)
Lille 59000 (Wazemmes)",Lille 59000 (Wazemmes),222 750 à 434 775 €
"Appartement neuf 2 pièces 42 m²
Lille 59800 (Centre-ville - Euralille)",Lille 59800 (Centre-ville - Euralille),
"Lille Centre (appartements neufs 2 à 5 pièces)
Lille 59000",Lille 59000,
